mineral_raw,mineral_base,key,count,family_primary,family_copper,tags
Richetite,Richetite,richetite,2,Oxides_hydroxides,Fe_oxides_hydroxides,U_Th_indicator
Kaersutite,Kaersutite,kaersutite,2,Silicates,Other_silicates,
Aubertite,Aubertite,aubertite,2,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Amarantite,Amarantite,amarantite,2,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Aluminite,Aluminite,aluminite,2,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Neyite,Neyite,neyite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Bellingerite,Bellingerite,bellingerite,1,Halides,Halides_other,Cu_bearing
Germanocolusite,Germanocolusite,germanocolusite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Warwickite,Warwickite,warwickite,1,Borates,Borates,
Suanite,Suanite,suanite,1,Borates,Borates,
Kotoite,Kotoite,kotoite,1,Borates,Borates,
Ferro-pargasite,Ferro-pargasite,ferro-pargasite,1,Silicates,Other_silicates,
Reevesite,Reevesite,reevesite,1,Carbonates_nitrates,Carbonates,Ni_bearing
Nickelblödite,Nickelblödite,nickelblödite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Ni_bearing
Kambaldaite,Kambaldaite,kambaldaite,1,Carbonates_nitrates,Carbonates,Ni_bearing
Hydrohonessite,Hydrohonessite,hydrohonessite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Ni_bearing
Byrudite,Byrudite,byrudite,1,Oxides_hydroxides,Ti_oxides,
Shandite,Shandite,shandite,1,Sulfides_and_analogues,Pb_sulfides,Ni_bearing
Senaite,Senaite,senaite,1,Oxides_hydroxides,Fe_oxides_hydroxides,REE_indicator;U_Th_indicator
Monazite-(Nd),Monazite,monazite,1,Phosphates_arsenates_vanadates,REE_accessory,REE_indicator
Lindsleyite,Lindsleyite,lindsleyite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Jervisite,Jervisite,jervisite,1,Silicates,Other_silicates,
Davidite-(La),Davidite,davidite,1,Halides,Halides_fluorite,REE_indicator;U_Th_indicator
Brandtite,Brandtite,brandtite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Bariopharmacosiderite,Bariopharmacosiderite,bariopharmacosiderite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Arseniosiderite,Arseniosiderite,arseniosiderite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Novákite,Novákite,novákite,1,Sulfides_and_analogues,Cu_sulfides_other,Ag_bearing;Cu_bearing
Koutekite,Koutekite,koutekite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Potassic-chloro-hastingsite,Potassic-chloro-hastingsite,potassic-chloro-hastingsite,1,Halides,Halides_other,
Taramite,Taramite,taramite,1,Silicates,Other_silicates,
Yakhontovite,Yakhontovite,yakhontovite,1,Silicates,Other_silicates,Cu_bearing
Nsutite,Nsutite,nsutite,1,Oxides_hydroxides,Mn_oxides,
Lithiophorite,Lithiophorite,lithiophorite,1,Oxides_hydroxides,Mn_oxides,
Florencite-(La),Florencite,florencite,1,Phosphates_arsenates_vanadates,REE_accessory,REE_indicator
Jaipurite,Jaipurite,jaipurite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Co_bearing
Sadanagaite,Sadanagaite,sadanagaite,1,Silicates,Other_silicates,
Nowackiite,Nowackiite,nowackiite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Larsenite,Larsenite,larsenite,1,Silicates,Other_silicates,
Sellaite,Sellaite,sellaite,1,Halides,Halides_fluorite,
Wendwilsonite,Wendwilsonite,wendwilsonite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Villyaellenite,Villyaellenite,villyaellenite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Talmessite,Talmessite,talmessite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Symplesite,Symplesite,symplesite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Schneiderhöhnite,Schneiderhöhnite,schneiderhöhnite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Roselite,Roselite,roselite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Co_bearing
Romanèchite,Romanèchite,romanèchite,1,Oxides_hydroxides,Mn_oxides,
Parnauite,Parnauite,parnauite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Parasymplesite,Parasymplesite,parasymplesite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Manganohörnesite,Manganohörnesite,manganohörnesite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Ludlockite,Ludlockite,ludlockite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Krautite,Krautite,krautite,1,Oxides_hydroxides,Mn_oxides,
Köttigite,Köttigite,köttigite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Karibibite,Karibibite,karibibite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Ferrisymplesite,Ferrisymplesite,ferrisymplesite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Claraite,Claraite,claraite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing
Phosphuranylite,Phosphuranylite,phosphuranylite,1,Phosphates_arsenates_vanadates,Phosphates_other,U_Th_indicator
Metastudtite,Metastudtite,metastudtite,1,Oxides_hydroxides,Oxides_misc,U_Th_indicator
Metasaléeite,Metasaléeite,metasaléeite,1,Phosphates_arsenates_vanadates,Phosphates_other,U_Th_indicator
Françoisite-(Nd),Françoisite,françoisite,1,Phosphates_arsenates_vanadates,REE_accessory,REE_indicator;U_Th_indicator
Astrocyanite-(Ce),Astrocyanite,astrocyanite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing;REE_indicator;U_Th_indicator
Montroseite,Montroseite,montroseite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Meta-autunite,Meta-autunite,meta-autunite,1,Phosphates_arsenates_vanadates,Phosphates_other,U_Th_indicator
Babánekite,Babánekite,babánekite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Cronstedtite,Cronstedtite,cronstedtite,1,Silicates,Other_silicates,
Mesolite,Mesolite,mesolite,1,Silicates,Other_silicates,
Junitoite,Junitoite,junitoite,1,Silicates,Other_silicates,
Gilalite,Gilalite,gilalite,1,Silicates,Other_silicates,Cu_bearing
Clinohedrite,Clinohedrite,clinohedrite,1,Silicates,Other_silicates,
Gysinite-(Nd),Gysinite,gysinite,1,Carbonates_nitrates,Carbonates,REE_indicator
Miguelromeroite,Miguelromeroite,miguelromeroite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Bendadaite,Bendadaite,bendadaite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Arfvedsonite,Arfvedsonite,arfvedsonite,1,Silicates,Other_silicates,
Apachite,Apachite,apachite,1,Silicates,Other_silicates,Cu_bearing
Anthonyite,Anthonyite,anthonyite,1,Oxides_hydroxides,Cu_oxides,Cu_bearing
Namuwite,Namuwite,namuwite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Woodwardite,Woodwardite,woodwardite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Borzęckiite,Borzęckiite,borzęckiite,1,Sulfides_and_analogues,Pb_sulfides,U_Th_indicator
Jagüéite,Jagüéite,jagüéite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Pseudojohannite,Pseudojohannite,pseudojohannite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;U_Th_indicator
Verbeekite,Verbeekite,verbeekite,1,Sulfides_and_analogues,Sulfides_misc,
Piretite,Piretite,piretite,1,Sulfides_and_analogues,Sulfides_misc,U_Th_indicator
Uranosphaerite,Uranosphaerite,uranosphaerite,1,Oxides_hydroxides,Oxides_misc,U_Th_indicator
Monohydrocalcite,Monohydrocalcite,monohydrocalcite,1,Carbonates_nitrates,Carbonates,
Pendevilleite-(Y),Pendevilleite,pendevilleite,1,Carbonates_nitrates,Carbonates,REE_indicator;U_Th_indicator
Markcooperite,Markcooperite,markcooperite,1,Sulfides_and_analogues,Pb_sulfides,U_Th_indicator
Zeunerite,Zeunerite,zeunerite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;U_Th_indicator
Shabaite-(Nd),Shabaite,shabaite,1,Carbonates_nitrates,Carbonates,REE_indicator;U_Th_indicator
Veszelyite,Veszelyite,veszelyite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Theisite,Theisite,theisite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Kipushite,Kipushite,kipushite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Arsendescloizite,Arsendescloizite,arsendescloizite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Bogdanovite,Bogdanovite,bogdanovite,1,Sulfides_and_analogues,Cu_sulfides_other,Au_bearing;Cu_bearing
Rouaite,Rouaite,rouaite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing
Phosphophyllite,Phosphophyllite,phosphophyllite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Tyrrellite,Tyrrellite,tyrrellite,1,Sulfides_and_analogues,Cu_sulfides_other,Co_bearing;Cu_bearing;Ni_bearing
Trogtalite,Trogtalite,trogtalite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Co_bearing
Rutherfordine,Rutherfordine,rutherfordine,1,Carbonates_nitrates,Carbonates,U_Th_indicator
Xonotlite,Xonotlite,xonotlite,1,Silicates,Other_silicates,
Scawtite,Scawtite,scawtite,1,Carbonates_nitrates,Carbonates,
Ruizite,Ruizite,ruizite,1,Silicates,Other_silicates,
Hopeite,Hopeite,hopeite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Eugsterite,Eugsterite,eugsterite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Margarite,Margarite,margarite,1,Silicates,Other_silicates,
Athabascaite,Athabascaite,athabascaite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Chalconatronite,Chalconatronite,chalconatronite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing
Fluellite,Fluellite,fluellite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Dokuchaevite,Dokuchaevite,dokuchaevite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Palladseite,Palladseite,palladseite,1,Sulfides_and_analogues,Sulfides_misc,
Oursinite,Oursinite,oursinite,1,Silicates,Other_silicates,Co_bearing;U_Th_indicator
Marthozite,Marthozite,marthozite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;U_Th_indicator
Guilleminite,Guilleminite,guilleminite,1,Sulfides_and_analogues,Sulfides_misc,U_Th_indicator
Fourmarierite,Fourmarierite,fourmarierite,1,Oxides_hydroxides,Oxides_misc,U_Th_indicator
Dumontite,Dumontite,dumontite,1,Phosphates_arsenates_vanadates,Phosphates_other,U_Th_indicator
Derriksite,Derriksite,derriksite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;U_Th_indicator
Zheshengite,Zheshengite,zheshengite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Cuprozheshengite,Cuprozheshengite,cuprozheshengite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Arsenoveszelyite,Arsenoveszelyite,arsenoveszelyite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Cuprodongchuanite,Cuprodongchuanite,cuprodongchuanite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Dongchuanite,Dongchuanite,dongchuanite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Bilibinskite,Bilibinskite,bilibinskite,1,Sulfides_and_analogues,Cu_sulfides_other,Au_bearing;Cu_bearing
Goudeyite,Goudeyite,goudeyite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Aluminocopiapite,Aluminocopiapite,aluminocopiapite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Agardite-(Nd),Agardite,agardite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;REE_indicator
Uvarovite,Uvarovite,uvarovite,1,Silicates,Other_silicates,
Eskolaite,Eskolaite,eskolaite,1,Oxides_hydroxides,Oxides_misc,
Szenicsite,Szenicsite,szenicsite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;Mo_bearing
Clino-ferro-suenoite,Clino-ferro-suenoite,clino-ferro-suenoite,1,Silicates,Amphiboles_pyroxenes,
Mattagamite,Mattagamite,mattagamite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Co_bearing
Hellandite-(Y),Hellandite,hellandite,1,Silicates,Other_silicates,REE_indicator
Caryopilite,Caryopilite,caryopilite,1,Silicates,Other_silicates,
Cuprospinel,Cuprospinel,cuprospinel,1,Oxides_hydroxides,Fe_oxides_hydroxides,Cu_bearing
Murdochite,Murdochite,murdochite,1,Halides,Halides_other,Cu_bearing
Tachyhydrite,Tachyhydrite,tachyhydrite,1,Halides,Halides_other,
Demesmaekerite,Demesmaekerite,demesmaekerite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;U_Th_indicator
Cobaltomenite,Cobaltomenite,cobaltomenite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Co_bearing
Ransomite,Ransomite,ransomite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Lausenite,Lausenite,lausenite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Guildite,Guildite,guildite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Tephroite,Tephroite,tephroite,1,Silicates,Other_silicates,
Gratonite,Gratonite,gratonite,1,Sulfosalts,Pb_sulfides,
Buckhornite,Buckhornite,buckhornite,1,Sulfosalts,Pb_sulfides,Au_bearing
Fougèrite,Fougèrite,fougèrite,1,Carbonates_nitrates,Carbonates,
Zálesíite,Zálesíite,zálesíite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Roscherite,Roscherite,roscherite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Augelite,Augelite,augelite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Phosphosiderite,Phosphosiderite,phosphosiderite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Cyrilovite,Cyrilovite,cyrilovite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Nimite,Nimite,nimite,1,Silicates,Other_silicates,Ni_bearing
Cookeite,Cookeite,cookeite,1,Silicates,Other_silicates,
Baileychlore,Baileychlore,baileychlore,1,Silicates,Other_silicates,
Uvite,Uvite,uvite,1,Silicates,Other_silicates,
Huenite,Huenite,huenite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;Mo_bearing
Obradovicite-NaNa,Obradovicite-NaNa,obradovicite-nana,1,Oxides_hydroxides,Fe_oxides_hydroxides,Mo_bearing
Obradovicite-NaCu,Obradovicite-NaCu,obradovicite-nacu,1,Oxides_hydroxides,Fe_oxides_hydroxides,Cu_bearing;Mo_bearing
Mendozavilite-KCa,Mendozavilite-KCa,mendozavilite-kca,1,Oxides_hydroxides,Fe_oxides_hydroxides,Mo_bearing
Betpakdalite-NaNa,Betpakdalite-NaNa,betpakdalite-nana,1,Oxides_hydroxides,Fe_oxides_hydroxides,Mo_bearing
Ungemachite,Ungemachite,ungemachite,1,Carbonates_nitrates,Carbonates,
Magnesio-ferri-hornblende,Magnesio-ferri-hornblende,magnesio-ferri-hornblende,1,Silicates,Other_silicates,
Potassic-magnesio-hastingsite,Potassic-magnesio-hastingsite,potassic-magnesio-hastingsite,1,Silicates,Other_silicates,
Cancrinite,Cancrinite,cancrinite,1,Carbonates_nitrates,Carbonates,
Leucosphenite,Leucosphenite,leucosphenite,1,Silicates,Other_silicates,
Whelanite,Whelanite,whelanite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing
Beraunite,Beraunite,beraunite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Bementite,Bementite,bementite,1,Silicates,Other_silicates,
Nekrasovite,Nekrasovite,nekrasovite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Ulexite,Ulexite,ulexite,1,Borates,Borates,
Yavapaiite,Yavapaiite,yavapaiite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Kolbeckite,Kolbeckite,kolbeckite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Kemmlitzite,Kemmlitzite,kemmlitzite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Hidalgoite,Hidalgoite,hidalgoite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Ferristrunzite,Ferristrunzite,ferristrunzite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Dzhalindite,Dzhalindite,dzhalindite,1,Oxides_hydroxides,Oxides_misc,
Krausite,Krausite,krausite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Bandylite,Bandylite,bandylite,1,Halides,Halides_other,Cu_bearing
Phosgenite,Phosgenite,phosgenite,1,Carbonates_nitrates,Carbonates,
Planerite,Planerite,planerite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Foshagite,Foshagite,foshagite,1,Silicates,Other_silicates,
Ilsemannite,Ilsemannite,ilsemannite,1,Oxides_hydroxides,Oxides_misc,Mo_bearing
Tungstenite,Tungstenite,tungstenite,1,Sulfides_and_analogues,Sulfides_misc,
Pyrostilpnite,Pyrostilpnite,pyrostilpnite,1,Sulfosalts,As_Sb_Bi_sulfosalts,Ag_bearing
Fletcherite,Fletcherite,fletcherite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;Ni_bearing
Cadmoselite,Cadmoselite,cadmoselite,1,Sulfides_and_analogues,Sulfides_misc,
Furutobeite,Furutobeite,furutobeite,1,Sulfides_and_analogues,Cu_sulfides_other,Ag_bearing;Cu_bearing
Falkmanite,Falkmanite,falkmanite,1,Sulfosalts,Pb_sulfides,
Kinoshitalite,Kinoshitalite,kinoshitalite,1,Silicates,Other_silicates,
Edingtonite,Edingtonite,edingtonite,1,Silicates,Other_silicates,
Boyleite,Boyleite,boyleite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Salesite,Salesite,salesite,1,Halides,Halides_other,Cu_bearing
Katophorite,Katophorite,katophorite,1,Silicates,Other_silicates,
Sodalite,Sodalite,sodalite,1,Halides,Halides_other,
Markascherite,Markascherite,markascherite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;Mo_bearing
Aurorite,Aurorite,aurorite,1,Oxides_hydroxides,Mn_oxides,
Phosphohedyphane,Phosphohedyphane,phosphohedyphane,1,Phosphates_arsenates_vanadates,Phosphates_other,
Rhodostannite,Rhodostannite,rhodostannite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Aegirine-augite,Aegirine-augite,aegirine-augite,1,Silicates,Other_silicates,
Ferronigerite-2N1S,Ferronigerite-2N1S,ferronigerite-2n1s,1,Oxides_hydroxides,Oxides_misc,
Magnesio-foitite,Magnesio-foitite,magnesio-foitite,1,Silicates,Other_silicates,
Hulsite,Hulsite,hulsite,1,Borates,Borates,
Geffroyite,Geffroyite,geffroyite,1,Sulfides_and_analogues,Cu_sulfides_other,Ag_bearing;Cu_bearing
Karelianite,Karelianite,karelianite,1,Oxides_hydroxides,Oxides_misc,
Berdesinskiite,Berdesinskiite,berdesinskiite,1,Oxides_hydroxides,Ti_oxides,
Tintinaite,Tintinaite,tintinaite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Alum-(K),Alum,alum,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Obradovicite-KCu,Obradovicite-KCu,obradovicite-kcu,1,Oxides_hydroxides,Fe_oxides_hydroxides,Cu_bearing;Mo_bearing
Madocite,Madocite,madocite,1,Sulfosalts,Pb_sulfides,
Ludlamite,Ludlamite,ludlamite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Kintoreite,Kintoreite,kintoreite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Skinnerite,Skinnerite,skinnerite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Tugarinovite,Tugarinovite,tugarinovite,1,Oxides_hydroxides,Oxides_misc,Mo_bearing
Haidingerite,Haidingerite,haidingerite,1,Oxides_hydroxides,Oxides_misc,
Vésigniéite,Vésigniéite,vésigniéite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Tangeite,Tangeite,tangeite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Turanite,Turanite,turanite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Chloroxiphite,Chloroxiphite,chloroxiphite,1,Halides,Halides_other,Cu_bearing
Hemusite,Hemusite,hemusite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;Mo_bearing
Paraguanajuatite,Paraguanajuatite,paraguanajuatite,1,Sulfosalts,As_Sb_Bi_sulfosalts,
Heulandite-Sr,Heulandite-Sr,heulandite-sr,1,Silicates,Other_silicates,
Kribergite,Kribergite,kribergite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Mackayite,Mackayite,mackayite,1,Sulfides_and_analogues,Sulfides_misc,
Kutnohorite,Kutnohorite,kutnohorite,1,Carbonates_nitrates,Carbonates,
Dundasite,Dundasite,dundasite,1,Carbonates_nitrates,Carbonates,
Ferrohexahydrite,Ferrohexahydrite,ferrohexahydrite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Argentotennantite-(Zn),Argentotennantite,argentotennantite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Vuorelainenite,Vuorelainenite,vuorelainenite,1,Oxides_hydroxides,Mn_oxides,
Radhakrishnaite,Radhakrishnaite,radhakrishnaite,1,Halides,Halides_other,
Juxingite,Juxingite,juxingite,1,Sulfosalts,As_Sb_Bi_sulfosalts,
Zhonghongite,Zhonghongite,zhonghongite,1,Sulfosalts,As_Sb_Bi_sulfosalts,
Tsumebite,Tsumebite,tsumebite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Diadochite,Diadochite,diadochite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Pyrope,Pyrope,pyrope,1,Silicates,Other_silicates,
