mineral_raw,mineral_base,key,count,family_primary,family_copper,tags
Shcherbinaite,Shcherbinaite,shcherbinaite,1,Oxides_hydroxides,Oxides_misc,
Indium,Indium,indium,1,Native_elements,Native_elements_misc,
Tripuhyite,Tripuhyite,tripuhyite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Oregonite,Oregonite,oregonite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Ni_bearing
Mandarinoite,Mandarinoite,mandarinoite,1,Sulfides_and_analogues,Sulfides_misc,
Fülöppite,Fülöppite,fülöppite,1,Sulfosalts,Pb_sulfides,
Benleonardite,Benleonardite,benleonardite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Sieleckiite,Sieleckiite,sieleckiite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Veenite,Veenite,veenite,1,Sulfosalts,Pb_sulfides,
Donbassite,Donbassite,donbassite,1,Silicates,Other_silicates,
Ferrisepiolite,Ferrisepiolite,ferrisepiolite,1,Silicates,Other_silicates,
Benjaminite,Benjaminite,benjaminite,1,Sulfosalts,As_Sb_Bi_sulfosalts,Ag_bearing
Kushiroite,Kushiroite,kushiroite,1,Silicates,Other_silicates,
Hörnesite,Hörnesite,hörnesite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Petrovskaite,Petrovskaite,petrovskaite,1,Sulfides_and_analogues,Sulfides_misc,Ag_bearing;Au_bearing
Carbonatecyanotrichite,Carbonatecyanotrichite,carbonatecyanotrichite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing
Sakuraiite,Sakuraiite,sakuraiite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Aramayoite,Aramayoite,aramayoite,1,Sulfosalts,As_Sb_Bi_sulfosalts,Ag_bearing
Dewitite,Dewitite,dewitite,1,Sulfosalts,Pb_sulfides,Ag_bearing
Aluminocoquimbite,Aluminocoquimbite,aluminocoquimbite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Reichenbachite,Reichenbachite,reichenbachite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Hitachiite,Hitachiite,hitachiite,1,Sulfosalts,Pb_sulfides,
Clino-suenoite,Clino-suenoite,clino-suenoite,1,Silicates,Other_silicates,
Potassic-magnesio-arfvedsonite,Potassic-magnesio-arfvedsonite,potassic-magnesio-arfvedsonite,1,Silicates,Other_silicates,
Ferri-ghoseite,Ferri-ghoseite,ferri-ghoseite,1,Silicates,Other_silicates,
Pyroxmangite,Pyroxmangite,pyroxmangite,1,Silicates,Other_silicates,
Magnesio-arfvedsonite,Magnesio-arfvedsonite,magnesio-arfvedsonite,1,Silicates,Other_silicates,
Magnesio-riebeckite,Magnesio-riebeckite,magnesio-riebeckite,1,Silicates,Other_silicates,
Alleghanyite,Alleghanyite,alleghanyite,1,Silicates,Other_silicates,
Axinite-(Mn),Axinite,axinite,1,Silicates,Other_silicates,
Jaskólskiite,Jaskólskiite,jaskólskiite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Pavonite,Pavonite,pavonite,1,Sulfosalts,As_Sb_Bi_sulfosalts,Ag_bearing
Hydroxyplumbopyrochlore,Hydroxyplumbopyrochlore,hydroxyplumbopyrochlore,1,Oxides_hydroxides,Oxides_misc,
Pentahydrite,Pentahydrite,pentahydrite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Northupite,Northupite,northupite,1,Carbonates_nitrates,Carbonates,
Nesquehonite,Nesquehonite,nesquehonite,1,Carbonates_nitrates,Carbonates,
Dypingite,Dypingite,dypingite,1,Carbonates_nitrates,Carbonates,
Belogubite,Belogubite,belogubite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Serandite,Serandite,serandite,1,Silicates,Other_silicates,
Liroconite,Liroconite,liroconite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Villamanínite,Villamanínite,villamanínite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Chenite,Chenite,chenite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Zoubekite,Zoubekite,zoubekite,1,Sulfosalts,Pb_sulfides,Ag_bearing
Wairakite,Wairakite,wairakite,1,Silicates,Other_silicates,
Tosudite,Tosudite,tosudite,1,Silicates,Other_silicates,
Rectorite,Rectorite,rectorite,1,Silicates,Other_silicates,
Jimthompsonite,Jimthompsonite,jimthompsonite,1,Silicates,Other_silicates,
Chesterite,Chesterite,chesterite,1,Silicates,Other_silicates,
Aplowite,Aplowite,aplowite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Co_bearing
Potassic-pargasite,Potassic-pargasite,potassic-pargasite,1,Silicates,Other_silicates,
Perite,Perite,perite,1,Halides,Halides_other,
Törnebohmite-(Ce),Törnebohmite,törnebohmite,1,Silicates,Other_silicates,REE_indicator
Belloite,Belloite,belloite,1,Halides,Halides_other,Cu_bearing
Moolooite,Moolooite,moolooite,1,Oxides_hydroxides,Cu_oxides,Cu_bearing
Tennantite-(Fe),Tennantite,tennantite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Allanite-(Y),Allanite,allanite,1,Silicates,Other_silicates,REE_indicator
Segnitite,Segnitite,segnitite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Dzharkenite,Dzharkenite,dzharkenite,1,Sulfides_and_analogues,Sulfides_misc,
Babingtonite,Babingtonite,babingtonite,1,Silicates,Other_silicates,
Sulphotsumoite,Sulphotsumoite,sulphotsumoite,1,Sulfosalts,As_Sb_Bi_sulfosalts,
Zincrosasite,Zincrosasite,zincrosasite,1,Carbonates_nitrates,Cu_carbonates_silicates,Cu_bearing
Seelite,Seelite,seelite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,U_Th_indicator
Minium,Minium,minium,1,Oxides_hydroxides,Oxides_misc,
Whewellite,Whewellite,whewellite,1,Oxides_hydroxides,Oxides_misc,
Alum-(Na),Alum,alum,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Gustavite,Gustavite,gustavite,1,Sulfosalts,Pb_sulfides,Ag_bearing
Cesàrolite,Cesàrolite,cesàrolite,1,Oxides_hydroxides,Mn_oxides,
Xilingolite,Xilingolite,xilingolite,1,Sulfosalts,Pb_sulfides,
Rhabdophane-(Ce),Rhabdophane,rhabdophane,1,Phosphates_arsenates_vanadates,REE_accessory,REE_indicator
Fraipontite,Fraipontite,fraipontite,1,Silicates,Other_silicates,
Součekite,Součekite,součekite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Padĕraite,Padĕraite,padĕraite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Friedrichite,Friedrichite,friedrichite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Berlinite,Berlinite,berlinite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Pseudoboleite,Pseudoboleite,pseudoboleite,1,Halides,Halides_other,Cu_bearing
Zippeite,Zippeite,zippeite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,U_Th_indicator
Zinczippeite,Zinczippeite,zinczippeite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,U_Th_indicator
Triplite,Triplite,triplite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Swartzite,Swartzite,swartzite,1,Carbonates_nitrates,Carbonates,U_Th_indicator
Spurrite,Spurrite,spurrite,1,Carbonates_nitrates,Carbonates,
Armenite,Armenite,armenite,1,Silicates,Other_silicates,
Nitratine,Nitratine,nitratine,1,Carbonates_nitrates,Carbonates,
Minyulite,Minyulite,minyulite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Miersite,Miersite,miersite,1,Halides,Halides_other,Ag_bearing
Metasideronatrite,Metasideronatrite,metasideronatrite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Natrozippeite,Natrozippeite,natrozippeite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,U_Th_indicator
Schröckingerite,Schröckingerite,schröckingerite,1,Carbonates_nitrates,Carbonates,U_Th_indicator
Nickelzippeite,Nickelzippeite,nickelzippeite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Ni_bearing;U_Th_indicator
Johannite,Johannite,johannite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing;U_Th_indicator
Bayleyite,Bayleyite,bayleyite,1,Carbonates_nitrates,Carbonates,U_Th_indicator
Andersonite,Andersonite,andersonite,1,Carbonates_nitrates,Carbonates,U_Th_indicator
Ceruleite,Ceruleite,ceruleite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Argentopyrite,Argentopyrite,argentopyrite,1,Sulfides_and_analogues,Sulfides_misc,Ag_bearing
Mendozite,Mendozite,mendozite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Leadamalgam,Leadamalgam,leadamalgam,1,Native_elements,PGE_alloys_intermetallics,
Iron,Iron,iron,1,Native_elements,Native_elements_misc,
Apjohnite,Apjohnite,apjohnite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Tarkianite,Tarkianite,tarkianite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;Mo_bearing
Orcelite,Orcelite,orcelite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Ni_bearing
Daomanite,Daomanite,daomanite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Bixbyite-(Mn),Bixbyite,bixbyite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Tulameenite,Tulameenite,tulameenite,1,Other_unknown,Other_accessory,Cu_bearing
Tantite,Tantite,tantite,1,Oxides_hydroxides,Oxides_misc,
Kerimasite,Kerimasite,kerimasite,1,Silicates,Other_silicates,
Szaibélyite,Szaibélyite,szaibélyite,1,Borates,Borates,
Hydroxylellestadite,Hydroxylellestadite,hydroxylellestadite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Kuramite,Kuramite,kuramite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Beidellite,Beidellite,beidellite,1,Silicates,Other_silicates,
Qusongite,Qusongite,qusongite,1,Other_unknown,Other_accessory,
Vavřínite,Vavřínite,vavřínite,1,Sulfosalts,Ni_Co_sulfides_arsenides,Ni_bearing
Omeiite,Omeiite,omeiite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,
Danbaite,Danbaite,danbaite,1,Other_unknown,Other_accessory,Cu_bearing
Chromferide,Chromferide,chromferide,1,Other_unknown,Other_accessory,
Lecontite,Lecontite,lecontite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Poughite,Poughite,poughite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Paramendozavilite,Paramendozavilite,paramendozavilite,1,Phosphates_arsenates_vanadates,Phosphates_other,Mo_bearing
Ourayite,Ourayite,ourayite,1,Sulfosalts,Pb_sulfides,Ag_bearing
Anapaite,Anapaite,anapaite,1,Phosphates_arsenates_vanadates,Phosphates_other,
Vikingite,Vikingite,vikingite,1,Sulfosalts,Pb_sulfides,Ag_bearing
Schultenite,Schultenite,schultenite,1,Oxides_hydroxides,Oxides_misc,
Pennantite,Pennantite,pennantite,1,Silicates,Other_silicates,
Pseudobrookite,Pseudobrookite,pseudobrookite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Carlfriesite,Carlfriesite,carlfriesite,1,Sulfides_and_analogues,Sulfides_misc,
Grimmite,Grimmite,grimmite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Co_bearing;Ni_bearing
Cohenite,Cohenite,cohenite,1,Other_unknown,Other_accessory,
Bismutohauchecornite,Bismutohauchecornite,bismutohauchecornite,1,Sulfosalts,Ni_Co_sulfides_arsenides,Ni_bearing
Bartonite,Bartonite,bartonite,1,Sulfides_and_analogues,Sulfides_misc,
Barroisite,Barroisite,barroisite,1,Silicates,Other_silicates,
Nielsenite,Nielsenite,nielsenite,1,Other_unknown,Other_accessory,Cu_bearing
Magnesiochromite,Magnesiochromite,magnesiochromite,1,Oxides_hydroxides,Oxides_misc,
Kolarite,Kolarite,kolarite,1,Halides,Halides_other,
Cupropolybasite,Cupropolybasite,cupropolybasite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Pararammelsbergite,Pararammelsbergite,pararammelsbergite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Ni_bearing
Zincmelanterite,Zincmelanterite,zincmelanterite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Poitevinite,Poitevinite,poitevinite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Mitscherlichite,Mitscherlichite,mitscherlichite,1,Halides,Halides_other,Cu_bearing
Millosevichite,Millosevichite,millosevichite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Magnesiocopiapite,Magnesiocopiapite,magnesiocopiapite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Lishizhenite,Lishizhenite,lishizhenite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Leonite,Leonite,leonite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Kieserite,Kieserite,kieserite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Kharaelakhite,Kharaelakhite,kharaelakhite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;Ni_bearing
Kempite,Kempite,kempite,1,Halides,Halides_other,
Frankdicksonite,Frankdicksonite,frankdicksonite,1,Halides,Halides_fluorite,
Leightonite,Leightonite,leightonite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Ferroskutterudite,Ferroskutterudite,ferroskutterudite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,
Malyshevite,Malyshevite,malyshevite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Sugakiite,Sugakiite,sugakiite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;Ni_bearing
Menshikovite,Menshikovite,menshikovite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Ni_bearing
Tatyanaite,Tatyanaite,tatyanaite,1,Other_unknown,Other_accessory,Cu_bearing
Zirconolite,Zirconolite,zirconolite,1,Oxides_hydroxides,Ti_oxides,REE_indicator
Vyalsovite,Vyalsovite,vyalsovite,1,Sulfides_and_analogues,Sulfides_misc,
Urvantsevite,Urvantsevite,urvantsevite,1,Sulfides_and_analogues,Pb_sulfides,
Thalfenisite,Thalfenisite,thalfenisite,1,Halides,Halides_other,Ni_bearing
Thalcusite,Thalcusite,thalcusite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Tetra-auricupride,Tetra-auricupride,tetra-auricupride,1,Other_unknown,Other_accessory,Au_bearing;Cu_bearing
Telluropalladinite,Telluropalladinite,telluropalladinite,1,Sulfides_and_analogues,Sulfides_misc,
Stillwaterite,Stillwaterite,stillwaterite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,
Darapskite,Darapskite,darapskite,1,Carbonates_nitrates,Carbonates,
Pectolite,Pectolite,pectolite,1,Silicates,Other_silicates,
Nickelboussingaultite,Nickelboussingaultite,nickelboussingaultite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Ni_bearing
Bowlesite,Bowlesite,bowlesite,1,Sulfides_and_analogues,Sulfides_misc,
Penfieldite,Penfieldite,penfieldite,1,Halides,Halides_other,
Clinoferrosilite,Clinoferrosilite,clinoferrosilite,1,Silicates,Other_silicates,
Atheneite,Atheneite,atheneite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,
Sluzhenikinite,Sluzhenikinite,sluzhenikinite,1,Sulfides_and_analogues,As_Sb_Bi_sulfosalts,
Clinoungemachite,Clinoungemachite,clinoungemachite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Thalhammerite,Thalhammerite,thalhammerite,1,Sulfosalts,As_Sb_Bi_sulfosalts,Ag_bearing
Vymazalováite,Vymazalováite,vymazalováite,1,Sulfosalts,As_Sb_Bi_sulfosalts,
Kravtsovite,Kravtsovite,kravtsovite,1,Sulfides_and_analogues,Sulfides_misc,Ag_bearing
Norilskite,Norilskite,norilskite,1,Other_unknown,Other_accessory,Ag_bearing
Genplesite,Genplesite,genplesite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Misakiite,Misakiite,misakiite,1,Halides,Halides_other,Cu_bearing
Törnroosite,Törnroosite,törnroosite,1,Sulfosalts,Ni_Co_sulfides_arsenides,
Ferrovalleriite,Ferrovalleriite,ferrovalleriite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Ferrotochilinite,Ferrotochilinite,ferrotochilinite,1,Sulfides_and_analogues,Sulfides_misc,
Pašavaite,Pašavaite,pašavaite,1,Sulfides_and_analogues,Pb_sulfides,
Meifuite,Meifuite,meifuite,1,Halides,Halides_other,
Yttrialite-(Y),Yttrialite,yttrialite,1,Silicates,Other_silicates,REE_indicator
Gittinsite,Gittinsite,gittinsite,1,Silicates,Other_silicates,
Erlichmanite,Erlichmanite,erlichmanite,1,Sulfides_and_analogues,Sulfides_misc,
Hongshiite,Hongshiite,hongshiite,1,Other_unknown,Other_accessory,Cu_bearing
Laurionite,Laurionite,laurionite,1,Halides,Halides_other,
Cotunnite,Cotunnite,cotunnite,1,Halides,Halides_other,
Rhodium,Rhodium,rhodium,1,Native_elements,Native_elements_misc,
Owensite,Owensite,owensite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing;Ni_bearing
Tellurohauchecornite,Tellurohauchecornite,tellurohauchecornite,1,Sulfosalts,Ni_Co_sulfides_arsenides,Ni_bearing
Lawrencite,Lawrencite,lawrencite,1,Halides,Halides_other,
Woodallite,Woodallite,woodallite,1,Halides,Halides_other,
Mountkeithite,Mountkeithite,mountkeithite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Konyaite,Konyaite,konyaite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Hydrotalcite,Hydrotalcite,hydrotalcite,1,Carbonates_nitrates,Carbonates,
Huntite,Huntite,huntite,1,Carbonates_nitrates,Carbonates,
Davidite-(Ce),Davidite,davidite,1,Halides,Halides_fluorite,REE_indicator;U_Th_indicator
Crichtonite,Crichtonite,crichtonite,1,Oxides_hydroxides,Fe_oxides_hydroxides,REE_indicator;U_Th_indicator
Ruthenium,Ruthenium,ruthenium,1,Native_elements,Native_elements_misc,
Brownmillerite,Brownmillerite,brownmillerite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Muskoxite,Muskoxite,muskoxite,1,Oxides_hydroxides,Fe_oxides_hydroxides,
Zinc,Zinc,zinc,1,Native_elements,Native_elements_misc,
Spodumene,Spodumene,spodumene,1,Silicates,Other_silicates,
Padmaite,Padmaite,padmaite,1,Sulfosalts,As_Sb_Bi_sulfosalts,
Aschamalmite,Aschamalmite,aschamalmite,1,Sulfosalts,Pb_sulfides,
Sorosite,Sorosite,sorosite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Bassanite,Bassanite,bassanite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Zincobotryogen,Zincobotryogen,zincobotryogen,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Tritomite-(Y),Tritomite,tritomite,1,Silicates,Other_silicates,REE_indicator
Ramsbeckite,Ramsbeckite,ramsbeckite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Cu_bearing
Ludjibaite,Ludjibaite,ludjibaite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Cobaltarthurite,Cobaltarthurite,cobaltarthurite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,Co_bearing
Birnessite,Birnessite,birnessite,1,Oxides_hydroxides,Mn_oxides,
Clinoenstatite,Clinoenstatite,clinoenstatite,1,Silicates,Other_silicates,
Clinoptilolite-K,Clinoptilolite-K,clinoptilolite-k,1,Silicates,Other_silicates,
Niter,Niter,niter,1,Carbonates_nitrates,Carbonates,
Cuproauride,Cuproauride,cuproauride,1,Other_unknown,Other_accessory,Au_bearing;Cu_bearing
Doyleite,Doyleite,doyleite,1,Oxides_hydroxides,Oxides_misc,
Vaterite,Vaterite,vaterite,1,Carbonates_nitrates,Carbonates,
Modderite,Modderite,modderite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,Co_bearing
Chevkinite-(Ce),Chevkinite,chevkinite,1,Silicates,Other_silicates,REE_indicator
Cheralite,Cheralite,cheralite,1,Phosphates_arsenates_vanadates,Phosphates_other,U_Th_indicator
Nitromagnesite,Nitromagnesite,nitromagnesite,1,Carbonates_nitrates,Carbonates,
Hentschelite,Hentschelite,hentschelite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Proudite,Proudite,proudite,1,Sulfosalts,Cu_sulfides_other,Cu_bearing
Palladogermanide,Palladogermanide,palladogermanide,1,Other_unknown,Other_accessory,
Potarite,Potarite,potarite,1,Other_unknown,Other_accessory,
Pseudomertieite,Pseudomertieite,pseudomertieite,1,Sulfides_and_analogues,Ni_Co_sulfides_arsenides,
Parisite-(Ce),Parisite,parisite,1,Carbonates_nitrates,Carbonates,REE_indicator
Manganosite,Manganosite,manganosite,1,Oxides_hydroxides,Mn_oxides,
Chernovite-(Y),Chernovite,chernovite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,REE_indicator
Britholite-(Ce),Britholite,britholite,1,Silicates,Other_silicates,REE_indicator
Bellidoite,Bellidoite,bellidoite,1,Sulfides_and_analogues,Cu_sulfides_other,Cu_bearing
Barlowite,Barlowite,barlowite,1,Halides,Halides_fluorite,Cu_bearing
Cloncurryite,Cloncurryite,cloncurryite,1,Phosphates_arsenates_vanadates,Phosphates_other,Cu_bearing
Phurcalite,Phurcalite,phurcalite,1,Phosphates_arsenates_vanadates,Phosphates_other,U_Th_indicator
Creedite,Creedite,creedite,1,Sulfates_chromates_molybdates_tungstates,Sulfates_other,
Euxenite-(Y),Euxenite,euxenite,1,Oxides_hydroxides,Ti_oxides,REE_indicator;U_Th_indicator
Boracite,Boracite,boracite,1,Halides,Halides_other,
Berryite,Berryite,berryite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Arcubisite,Arcubisite,arcubisite,1,Sulfosalts,Cu_sulfides_other,Ag_bearing;Cu_bearing
Prosopite,Prosopite,prosopite,1,Halides,Halides_fluorite,
Petersite-(Y),Petersite,petersite,1,Phosphates_arsenates_vanadates,REE_accessory,Cu_bearing;REE_indicator
Fluocerite-(Ce),Fluocerite,fluocerite,1,Halides,Halides_fluorite,REE_indicator
