Mindat_id,Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Macrostrat_raw_lithology,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_model_lithology
208934,Porphyry,Mesozoic,8.12222222222,126.381666667,94.5,other,other,siliciclastic,siliciclastic
208935,Porphyry,Cenozoic,16.45,120.866666667,4.55,other,other,other,other
208936,Porphyry,Unknown,17.1666666667,120.733333333,,other,other,other,other
208937,Porphyry,Cenozoic,16.490278,120.65556,9.5,other,other,felsic,felsic
209445,VMS,Precambrian,48.9786111111,-87.375,2723.0,mafic,mafic,mafic,mafic
209628,Porphyry,Mesozoic,-3.65,-78.416667,156.2,other,other,felsic,felsic
209836,Porphyry,Mesozoic,-4.1155371964011,-78.583557670277,173.55,other,other,felsic,felsic
209837,Porphyry,Cenozoic,-1.66666666667,-79.15,27.0,other,other,felsic,felsic
209839,Porphyry,Cenozoic,29.1227777778,62.0788888889,11.55,other,other,other,other
209868,IOCG,Precambrian,-21.5489204585,140.497315894,1532.5,felsic,felsic,metamorphic,metamorphic
209909,VMS,Precambrian,45.8025,-71.2866666667,544.0,volcanic,volcanic,volcanic,volcanic
210060,Porphyry,Paleozoic,29.516666666667,88.566666666667,351.5,felsic,felsic,felsic,felsic
210140,Sediment-Hosted,Unknown,-17.1927777778,-46.8780555556,,metamorphic,metamorphic,metamorphic,metamorphic
210265,VMS,Precambrian,39.3391666667,97.9422222222,750.0,volcanic,volcanic,other,other
210267,VMS,Unknown,66.334072,14.083099,,carbonate,carbonate,metamorphic,metamorphic
210332,Magmatic sulfide,Precambrian,46.4927777778,-81.0688888889,1785.0,felsic,felsic,volcanic,volcanic
210493,IOCG,Precambrian,-20.7752777778,140.043888889,1532.5,felsic,felsic,other,other
211939,Sediment-Hosted,Precambrian,26.257930555556,102.46292222222,1500.0,other,other,carbonate,carbonate
212179,VMS,Cenozoic,41.2644444444,140.994444444,15.0,volcanic,volcanic,volcanic,volcanic
212605,Sediment-Hosted,Paleozoic,52.8838888889,-8.86055555556,340.0,carbonate,carbonate,carbonate,carbonate
212969,Sediment-Hosted,Precambrian,-16.9444444444,30.2958333333,1250.0,metamorphic,metamorphic,metamorphic,metamorphic
212971,Sediment-Hosted,Precambrian,-17.2655555556,30.0444444444,1250.0,volcanic,volcanic,metamorphic,metamorphic
214669,VMS,Paleozoic,67.140521,16.138064,464.5,volcanic,volcanic,metamorphic,metamorphic
214670,VMS,Paleozoic,67.149939,16.004646,464.5,carbonate,carbonate,metamorphic,metamorphic
214671,VMS,Unknown,67.137544,16.114855,,volcanic,volcanic,metamorphic,metamorphic
214679,VMS,Paleozoic,67.119864,16.012537,470.0,carbonate,carbonate,metamorphic,metamorphic
216983,IOCG,Unknown,30.35,117.377222222,,other,other,other,other
217008,VMS,Paleozoic,-20.343977777778,145.76904444444,500.0,siliciclastic,siliciclastic,other,other
217330,VMS,Cenozoic,43.0083333333,140.658333333,14.15,volcanic,volcanic,other,other
217344,VMS,Unknown,41.1933333333,140.894444444,,volcanic,volcanic,volcanic,volcanic
217350,VMS,Cenozoic,37.3416666667,139.333333333,15.0,volcanic,volcanic,other,other
220728,VMS,Paleozoic,49.5080555556,-55.7197222222,464.5,unknown,unknown,volcanic,volcanic
222130,VMS,Mesozoic,18.881666666667,-70.245,122.5,mafic,mafic,metamorphic,metamorphic
222961,Porphyry,Unknown,-29.8394444444,152.371388889,,carbonate,carbonate,other,other
224829,VMS,Paleozoic,33.7963888889,133.252777778,360.0,other,other,metamorphic,metamorphic
226441,Sediment-Hosted,Precambrian,34.2666666667,69.4,570.0,carbonate,carbonate,metamorphic,metamorphic
226455,Sediment-Hosted,Precambrian,34.3980555556,69.3055555556,570.0,carbonate,carbonate,metamorphic,metamorphic
226456,Sediment-Hosted,Precambrian,34.4069444444,69.2597222222,570.0,carbonate,carbonate,other,other
226488,Sediment-Hosted,Precambrian,34.4313888889,69.3786111111,570.0,carbonate,carbonate,other,other
226501,Sediment-Hosted,Precambrian,34.3158333333,69.3027777778,570.0,carbonate,carbonate,other,other
226944,Porphyry,Cenozoic,-4.7,141.783333333,13.0,other,other,other,other
227886,Porphyry,Paleozoic,-33.4292120574,148.800007394,416.0,mafic,mafic,felsic,felsic
227904,Porphyry,Paleozoic,-34.275393028984,148.84150783535,430.0,felsic,felsic,volcanic,volcanic
227973,Porphyry,Mesozoic,38.7816666667,-117.949722222,82.55,felsic,felsic,other,other
227974,Porphyry,Cenozoic,44.0288888889,-109.683055556,40.0,felsic,felsic,other,other
227976,Porphyry,Mesozoic,38.4919444444,-118.075,105.5,volcanic,volcanic,siliciclastic,siliciclastic
227979,Porphyry,Mesozoic,38.3333333333,-117.5,207.0,mafic,mafic,other,other
228007,Porphyry,Mesozoic,40.4166666667,-117.216666667,89.0,felsic,felsic,volcanic,volcanic
228008,Porphyry,Cenozoic,40.2666666667,-117.75,29.0,felsic,felsic,volcanic,volcanic
228015,Porphyry,Unknown,39.8,-115.15,,other,other,other,other
228019,Porphyry,Cenozoic,9.25833333333,125.523333333,3.95,other,other,other,other
228020,Porphyry,Unknown,7.54333333333,126.1,,other,other,other,other
228021,Porphyry,Cenozoic,18.25,-66.8166666667,42.0,volcanic,volcanic,volcanic,volcanic
228022,Porphyry,Cenozoic,18.25,-66.4166666667,41.0,volcanic,volcanic,other,other
228029,Porphyry,Cenozoic,8.63333333333,-77.5666666667,49.0,mafic,mafic,volcanic,volcanic
228031,Porphyry,Cenozoic,8.83333333333,-80.6666666667,32.5,felsic,felsic,felsic,felsic
228045,Porphyry,Mesozoic,57.1166666667,-131.345,212.0,volcanic,volcanic,volcanic,volcanic
228046,Porphyry,Mesozoic,50.675,-127.858333333,170.0,felsic,felsic,volcanic,volcanic
228053,Porphyry,Paleozoic,-33.9666666667,147.416666667,452.5,metamorphic,metamorphic,other,other
228066,Porphyry,Unknown,50.5666666667,-121.0,,felsic,felsic,felsic,felsic
228067,Porphyry,Unknown,49.767777777778,-120.47472222222,,mafic,mafic,volcanic,volcanic
228088,Porphyry,Cenozoic,28.3861111111,-109.656944444,55.7,felsic,felsic,volcanic,volcanic
228106,Porphyry,Paleozoic,-32.7666666667,148.666666667,390.5,mafic,mafic,other,other
228123,Porphyry,Mesozoic,55.260555555556,-124.54305555556,188.5,volcanic,volcanic,other,other
228124,Porphyry,Mesozoic,49.163611111111,-121.02472222222,98.5,siliciclastic,siliciclastic,siliciclastic,siliciclastic
228128,Porphyry,Mesozoic,3.35,-75.0333333333,166.0,volcanic,volcanic,volcanic,volcanic
228131,Porphyry,Mesozoic,6.7,-76.5,171.0,felsic,felsic,other,other
228164,Sediment-Hosted,Mesozoic,32.200677777778,-6.2988888888889,120.0,other,other,carbonate,carbonate
228182,Sediment-Hosted,Precambrian,15.1666666667,-9.98333333333,560.0,volcanic,volcanic,volcanic,volcanic
228184,Sediment-Hosted,Precambrian,12.2666666667,-11.35,900.0,other,other,volcanic,volcanic
228186,Sediment-Hosted,Precambrian,-10.602738864377,26.134671612671,900.0,other,other,metamorphic,metamorphic
228187,Sediment-Hosted,Precambrian,-10.609825464404,26.300497171316,900.0,other,other,metamorphic,metamorphic
228191,Sediment-Hosted,Mesozoic,-11.0833333333,14.0944444444,115.0,metamorphic,metamorphic,carbonate,carbonate
228192,Sediment-Hosted,Mesozoic,-12.5111111111,13.5166666667,115.0,other,other,carbonate,carbonate
228195,Sediment-Hosted,Precambrian,-12.0163888889,27.9005555556,900.0,other,other,metamorphic,metamorphic
228202,Sediment-Hosted,Precambrian,-12.2752777778,27.9672222222,900.0,other,other,metamorphic,metamorphic
228255,Sediment-Hosted,Precambrian,-12.92889211011,28.07190557013,900.0,metamorphic,metamorphic,metamorphic,metamorphic
228257,Sediment-Hosted,Precambrian,-12.8544444444,28.2125,900.0,volcanic,volcanic,metamorphic,metamorphic
228258,Sediment-Hosted,Precambrian,-20.5,26.5583333333,1926.0,other,other,metamorphic,metamorphic
228259,Sediment-Hosted,Precambrian,-20.75,23.1,900.0,other,other,other,other
228261,Sediment-Hosted,Precambrian,-21.0833333333,26.75,900.0,metamorphic,metamorphic,metamorphic,metamorphic
228263,Sediment-Hosted,Precambrian,-21.7280555556,21.6119444444,900.0,volcanic,volcanic,metamorphic,metamorphic
228264,Sediment-Hosted,Precambrian,-22.3833333333,18.5333333333,900.0,volcanic,volcanic,metamorphic,metamorphic
228282,Sediment-Hosted,Precambrian,66.5166666667,87.55,600.0,carbonate,carbonate,carbonate,carbonate
228308,Sediment-Hosted,Paleozoic,61.25,137.5,345.0,carbonate,carbonate,carbonate,carbonate
228326,Sediment-Hosted,Mesozoic,56.5,50.75,250.0,siliciclastic,siliciclastic,other,other
228328,Sediment-Hosted,Precambrian,56.4166666667,118.666666667,2000.0,metamorphic,metamorphic,other,other
228329,Sediment-Hosted,Paleozoic,55.5,103.75,480.0,other,other,carbonate,carbonate
228361,Sediment-Hosted,Precambrian,24.183333333333,102.16666666667,1500.0,mafic,mafic,other,other
228363,Sediment-Hosted,Mesozoic,25.998888888889,103.12055555556,70.0,mafic,mafic,other,other
228364,Sediment-Hosted,Mesozoic,23.75,103.58333333333,70.0,other,other,volcanic,volcanic
228365,Sediment-Hosted,Mesozoic,26.05,101.333333333,70.0,other,other,siliciclastic,siliciclastic
229581,Sediment-Hosted,Mesozoic,-38.85,-69.0,90.0,other,other,siliciclastic,siliciclastic
229882,IOCG,Unknown,32.516666666667,80.85,,felsic,felsic,other,other
230046,Porphyry,Paleozoic,43.866666666667,108.33333333333,370.4,other,other,other,other
230048,VMS,Paleozoic,37.500555555556,-6.0933333333333,326.35,carbonate,carbonate,carbonate,carbonate
230442,IOCG,Unknown,14.294551397102,122.64926851543,,other,other,other,other
230718,IOCG,Unknown,46.466666666667,90.1,,other,other,carbonate,carbonate
231161,VMS,Mesozoic,22.03,-80.15,145.0,other,other,carbonate,carbonate
231326,VMS,Paleozoic,64.85622,13.434215,464.5,metamorphic,metamorphic,metamorphic,metamorphic
231677,VMS,Unknown,50.6333333333,-117.4,,carbonate,carbonate,carbonate,carbonate
231947,Magmatic sulfide,Precambrian,-19.15,29.8,2700.0,mafic,mafic,metamorphic,metamorphic
232161,IOCG,Unknown,-15.2833333333,-75.1083333333,,metamorphic,metamorphic,felsic,felsic
232236,Magmatic sulfide,Paleozoic,42.5363888889,95.7016666667,268.35,other,other,siliciclastic,siliciclastic
232939,Magmatic sulfide,Unknown,41.839961111111,109.99635555556,,other,other,other,other
233025,IOCG,Unknown,-34.5302777778,137.870277778,,metamorphic,metamorphic,other,other
233347,Sediment-Hosted,Precambrian,70.513759246927,24.106634126953,1924.65,mafic,mafic,unknown,unknown
233725,VMS,Precambrian,48.302533333333,-79.055944444444,2700.0,volcanic,volcanic,volcanic,volcanic
236806,Porphyry,Cenozoic,46.225277777778,23.186388888889,14.15,carbonate,carbonate,carbonate,carbonate
237746,VMS,Mesozoic,41.807943359521,33.688893314322,173.0,carbonate,carbonate,carbonate,carbonate
237747,VMS,Mesozoic,41.805094059629,33.68852612482,173.0,carbonate,carbonate,carbonate,carbonate
238301,IOCG,Mesozoic,-12.698055555556,-76.6225,105.5,other,other,other,other
239423,Sediment-Hosted,Precambrian,-31.449280808735,137.17378686567,630.0,carbonate,carbonate,siliciclastic,siliciclastic
239474,VMS,Paleozoic,-37.004386111111,147.88663333333,430.0,metamorphic,metamorphic,other,other
239475,VMS,Paleozoic,-36.989305555556,147.91134444444,430.0,metamorphic,metamorphic,other,other
241607,VMS,Paleozoic,51.1444444444,-119.809444444,390.0,metamorphic,metamorphic,metamorphic,metamorphic
241797,IOCG,Unknown,-34.0558333333,137.614166667,,felsic,felsic,other,other
242440,Sediment-Hosted,Mesozoic,23.5,103.91666666667,70.0,other,other,carbonate,carbonate
242867,VMS,Paleozoic,45.7038888889,-71.3727777778,470.0,volcanic,volcanic,volcanic,volcanic
243349,VMS,Precambrian,54.765555555556,-101.6175,1800.0,volcanic,volcanic,volcanic,volcanic
243676,VMS,Precambrian,48.9780555556,-87.3647222222,2723.0,felsic,felsic,mafic,mafic
243680,VMS,Precambrian,49.8669444444,-91.0369444444,2735.0,mafic,mafic,volcanic,volcanic
243681,VMS,Precambrian,49.8769444444,-90.8830555556,2735.0,mafic,mafic,volcanic,volcanic
243684,VMS,Precambrian,49.8869444444,-90.89,2735.0,mafic,mafic,volcanic,volcanic
244258,VMS,Precambrian,49.1566666667,-85.8252777778,3250.0,volcanic,volcanic,volcanic,volcanic
244581,VMS,Precambrian,48.379080555556,-78.909311111111,2698.0,volcanic,volcanic,volcanic,volcanic
244583,VMS,Precambrian,48.298380555556,-79.152322222222,2700.0,volcanic,volcanic,felsic,felsic
244584,VMS,Precambrian,48.2211272811,-79.2380332947,3250.0,volcanic,volcanic,volcanic,volcanic
244626,VMS,Paleozoic,50.5330555556,81.8755555556,380.0,other,other,other,other
244917,VMS,Precambrian,48.356066666667,-79.058297222222,2700.0,volcanic,volcanic,volcanic,volcanic
244919,VMS,Precambrian,48.440833333333,-79.350833333333,2703.0,volcanic,volcanic,volcanic,volcanic
246047,VMS,Paleozoic,42.8525,-8.48833333333,431.5,siliciclastic,siliciclastic,metamorphic,metamorphic
247872,Magmatic sulfide,Unknown,-18.4677777778,29.4522222222,,volcanic,volcanic,metamorphic,metamorphic
248675,VMS,Cenozoic,11.8004,125.2658,7.0,other,other,other,other
248677,VMS,Cenozoic,8.0008,117.0493,50.0,other,other,siliciclastic,siliciclastic
248824,VMS,Precambrian,48.339563888889,-79.089980555556,2700.0,volcanic,volcanic,volcanic,volcanic
248876,VMS,Paleozoic,48.825,-56.8763888889,452.0,mafic,mafic,volcanic,volcanic
248877,VMS,Paleozoic,48.8330555556,-56.8836111111,452.0,mafic,mafic,volcanic,volcanic
248892,VMS,Paleozoic,49.6561111111,-56.0322222222,500.0,mafic,mafic,metamorphic,metamorphic
250732,Sediment-Hosted,Paleozoic,34.5166666667,-99.5497222222,270.0,other,other,other,other
250907,IOCG,Unknown,67.559079055992,23.969422121644,,felsic,felsic,felsic,felsic
251086,VMS,Paleozoic,51.19784851042,82.196097169946,377.5,other,other,volcanic,volcanic
252865,VMS,Precambrian,54.8434578678,-100.110855103,1520.5,volcanic,volcanic,volcanic,volcanic
254752,VMS,Precambrian,46.2069444444,-82.6491666667,3250.0,siliciclastic,siliciclastic,siliciclastic,siliciclastic
254956,VMS,Unknown,49.1647222222,-85.8463888889,,felsic,felsic,volcanic,volcanic
254957,VMS,Precambrian,49.1758333333,-85.8838888889,2720.0,volcanic,volcanic,metamorphic,metamorphic
256822,VMS,Precambrian,48.2641666667,-79.0219444444,2700.0,volcanic,volcanic,volcanic,volcanic
256957,VMS,Precambrian,48.2547222222,-78.4347222222,3250.0,mafic,mafic,volcanic,volcanic
257036,VMS,Precambrian,48.0997222222,-77.5163888889,3250.0,mafic,mafic,volcanic,volcanic
257043,VMS,Precambrian,48.0877777778,-77.6102777778,3250.0,mafic,mafic,volcanic,volcanic
257044,VMS,Precambrian,48.0758333333,-77.5772222222,3250.0,mafic,mafic,volcanic,volcanic
257046,VMS,Precambrian,48.1011111111,-77.6611111111,2704.0,mafic,mafic,metamorphic,metamorphic
258149,Sediment-Hosted,Unknown,52.203,-8.747,,carbonate,carbonate,other,other
258979,VMS,Cenozoic,40.2818,140.565,14.15,volcanic,volcanic,other,other
259043,VMS,Mesozoic,56.211111,-130.345,187.5,volcanic,volcanic,volcanic,volcanic
259234,Magmatic sulfide,Unknown,-25.4630555556,27.1283333333,,mafic,mafic,mafic,mafic
259639,IOCG,Unknown,-19.4855876738,133.902166053,,volcanic,volcanic,siliciclastic,siliciclastic
260009,Magmatic sulfide,Mesozoic,36.4930555556,93.3611111111,173.0,other,other,felsic,felsic
262768,VMS,Paleozoic,54.302602637933,85.778760139051,531.0,other,other,siliciclastic,siliciclastic
263387,IOCG,Unknown,-19.4298868594,134.066779815,,metamorphic,metamorphic,other,other
263633,IOCG,Precambrian,62.76,22.8433333333,1802.0,siliciclastic,siliciclastic,metamorphic,metamorphic
265550,IOCG,Precambrian,-20.4414901528,140.786361694,1532.5,carbonate,carbonate,other,other
265644,Porphyry,Unknown,33.2916666667,-111.058333333,,volcanic,volcanic,volcanic,volcanic
266410,Magmatic sulfide,Unknown,56.316666666667,157.2,,other,other,other,other
270268,Sediment-Hosted,Cenozoic,-29.8754904,137.8166906,14.05,carbonate,carbonate,other,other
270647,VMS,Unknown,42.879131583385,-8.3512287975163,,mafic,mafic,metamorphic,metamorphic
272287,VMS,Paleozoic,49.409222,76.11543,406.0,felsic,felsic,other,other
272685,VMS,Unknown,-20.8807773753,117.809023778,,mafic,mafic,siliciclastic,siliciclastic
273386,IOCG,Precambrian,-21.0483333333,139.966944444,1532.5,metamorphic,metamorphic,other,other
274837,Porphyry,Unknown,32.869822832797,-109.54275431436,,other,other,other,other
285574,Porphyry,Mesozoic,-23.1352276233,150.746036275,210.0,carbonate,carbonate,siliciclastic,siliciclastic
289643,VMS,Unknown,51.583055555556,81.593055555556,,other,other,other,other
290467,Sediment-Hosted,Unknown,50.3546614597,4.06150817871,,other,other,siliciclastic,siliciclastic
292624,Sediment-Hosted,Unknown,-22.7225,-68.2344444444,,felsic,felsic,volcanic,volcanic
292660,IOCG,Unknown,-19.6725644632,134.26372524,,metamorphic,metamorphic,other,other
295016,VMS,Mesozoic,22.2138888889,-80.0805555556,122.5,mafic,mafic,volcanic,volcanic
296327,VMS,Unknown,50.4799095249,59.1083021376,,felsic,felsic,felsic,felsic
297726,IOCG,Unknown,-9.66881,-36.73712,,volcanic,volcanic,metamorphic,metamorphic
298078,Magmatic sulfide,Precambrian,-17.332132591184,31.281606261019,2700.0,mafic,mafic,metamorphic,metamorphic
301111,VMS,Unknown,-20.336366185142,145.77473397006,,siliciclastic,siliciclastic,other,other
301415,Porphyry,Unknown,51.451151835756,-123.61036212384,,mafic,mafic,volcanic,volcanic
302291,VMS,Unknown,47.28362,-65.87829,,mafic,mafic,volcanic,volcanic
302499,IOCG,Unknown,38.94021,-119.05178,,volcanic,volcanic,other,other
302593,VMS,Unknown,51.5,-119.83333333333,,metamorphic,metamorphic,metamorphic,metamorphic
302747,Magmatic sulfide,Unknown,-17.966666666667,29.8,,volcanic,volcanic,metamorphic,metamorphic
308054,VMS,Unknown,59.8,59.666666666667,,mafic,mafic,carbonate,carbonate
308438,VMS,Unknown,49.240279126543,86.622313510478,,other,other,other,other
308609,VMS,Unknown,-31.395552935688,146.72125220105,,volcanic,volcanic,other,other
310457,VMS,Unknown,63.452777777778,-110.91805555556,,felsic,felsic,felsic,felsic
332884,VMS,Unknown,-4.9166666666667,-80.166666666667,,other,other,felsic,felsic
333667,VMS,Unknown,38.49834,67.65078,,other,other,other,other
339708,IOCG,Unknown,-21.756948825209,140.44782145846,,metamorphic,metamorphic,metamorphic,metamorphic
344977,IOCG,Unknown,26.191666666667,101.95,,other,other,metamorphic,metamorphic
405074,Magmatic sulfide,Unknown,42.145666701876,92.525142503803,,other,other,other,other
412590,VMS,Unknown,45.733333333333,-60.416666666667,,volcanic,volcanic,volcanic,volcanic
413049,IOCG,Unknown,-6.4783529249112,-51.209864923378,,volcanic,volcanic,metamorphic,metamorphic
417880,IOCG,Unknown,45.536628,130.566666,,other,other,siliciclastic,siliciclastic
418454,Sediment-Hosted,Unknown,26.126666666667,103.00527777778,,mafic,mafic,other,other
423314,VMS,Unknown,34.140994,107.718021,,other,other,carbonate,carbonate
424161,VMS,Unknown,47.718888888889,-66.283333333333,,volcanic,volcanic,siliciclastic,siliciclastic
424703,IOCG,Unknown,19.688056,-97.125556,,volcanic,volcanic,volcanic,volcanic
425517,IOCG,Unknown,-27.016666666667,-70.1,,other,other,other,other
426693,IOCG,Unknown,-6.0,-49.85,,felsic,felsic,felsic,felsic
427366,IOCG,Unknown,-34.5376924,137.8708404,,metamorphic,metamorphic,other,other
432887,Magmatic sulfide,Unknown,55.766666666667,-66.933333333333,,volcanic,volcanic,volcanic,volcanic
433058,Magmatic sulfide,Unknown,42.75511661,95.83086032,,other,other,other,other
437536,IOCG,Unknown,27.808333333333,33.070277777778,,mafic,mafic,metamorphic,metamorphic
440458,Sediment-Hosted,Unknown,73.680725698693,-94.302520751953,,carbonate,carbonate,other,other
441900,IOCG,Unknown,41.77594036,91.59081227,,metamorphic,metamorphic,felsic,felsic
442201,IOCG,Unknown,64.166666666667,-117.13333333333,,felsic,felsic,volcanic,volcanic
442215,VMS,Unknown,-13.072789867328,-48.265686035156,,mafic,mafic,metamorphic,metamorphic
442509,IOCG,Unknown,67.193888888889,20.88,,felsic,felsic,volcanic,volcanic
442519,IOCG,Unknown,67.69276897203,19.502544398374,,felsic,felsic,volcanic,volcanic
443145,Sediment-Hosted,Unknown,36.825,47.866666666667,,other,other,metamorphic,metamorphic
444000,VMS,Unknown,41.2518,41.8195,,volcanic,volcanic,volcanic,volcanic
444013,Magmatic sulfide,Unknown,42.014097081244,110.12197494507,,other,other,other,other
444419,Porphyry,Unknown,29.397727866142,88.390417098999,,felsic,felsic,volcanic,volcanic
446146,IOCG,Unknown,38.5356,-7.056,,carbonate,carbonate,carbonate,carbonate
446710,VMS,Unknown,42.878652888977,-8.3208722667072,,siliciclastic,siliciclastic,metamorphic,metamorphic
454720,IOCG,Unknown,65.5039993,130.2771693,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
455407,VMS,Unknown,37.58493268501,-7.1064014732838,,carbonate,carbonate,other,other
455829,IOCG,Unknown,-6.4833333333333,-49.7,,felsic,felsic,volcanic,volcanic
