Deposit_type,Macrostrat_lithology_status,count,group_total,percent_within_group,cohort,status_variable,grouping,continent_country,GLiM_lithology_status,age_status,coordinate_status
IOCG,other,15,90,16.666666666666668,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
IOCG,resolved,67,90,74.44444444444444,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
IOCG,unknown,8,90,8.88888888888889,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Magmatic sulfide,other,33,96,34.375,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Magmatic sulfide,resolved,48,96,50.0,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Magmatic sulfide,unknown,15,96,15.625,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Porphyry,other,225,612,36.76470588235294,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Porphyry,resolved,370,612,60.45751633986928,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Porphyry,unknown,17,612,2.7777777777777777,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Sediment-Hosted,other,45,159,28.30188679245283,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Sediment-Hosted,resolved,93,159,58.490566037735846,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
Sediment-Hosted,unknown,21,159,13.20754716981132,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
VMS,other,57,378,15.079365079365079,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
VMS,resolved,282,378,74.60317460317461,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
VMS,unknown,39,378,10.317460317460318,full_model_1335,Macrostrat_lithology_status,Deposit_type,,,,
,other,26,82,31.70731707317073,full_model_1335,Macrostrat_lithology_status,continent_country,Africa,,,
,resolved,52,82,63.41463414634146,full_model_1335,Macrostrat_lithology_status,continent_country,Africa,,,
,unknown,4,82,4.878048780487805,full_model_1335,Macrostrat_lithology_status,continent_country,Africa,,,
,other,195,376,51.861702127659576,full_model_1335,Macrostrat_lithology_status,continent_country,Asia,,,
,resolved,153,376,40.691489361702125,full_model_1335,Macrostrat_lithology_status,continent_country,Asia,,,
,unknown,28,376,7.446808510638298,full_model_1335,Macrostrat_lithology_status,continent_country,Asia,,,
,other,21,196,10.714285714285714,full_model_1335,Macrostrat_lithology_status,continent_country,Europe,,,
,resolved,150,196,76.53061224489795,full_model_1335,Macrostrat_lithology_status,continent_country,Europe,,,
,unknown,25,196,12.755102040816327,full_model_1335,Macrostrat_lithology_status,continent_country,Europe,,,
,other,22,394,5.583756345177665,full_model_1335,Macrostrat_lithology_status,continent_country,North America,,,
,resolved,343,394,87.05583756345177,full_model_1335,Macrostrat_lithology_status,continent_country,North America,,,
,unknown,29,394,7.3604060913705585,full_model_1335,Macrostrat_lithology_status,continent_country,North America,,,
,other,9,121,7.43801652892562,full_model_1335,Macrostrat_lithology_status,continent_country,Oceania,,,
,resolved,111,121,91.73553719008264,full_model_1335,Macrostrat_lithology_status,continent_country,Oceania,,,
,unknown,1,121,0.8264462809917356,full_model_1335,Macrostrat_lithology_status,continent_country,Oceania,,,
,other,102,165,61.81818181818182,full_model_1335,Macrostrat_lithology_status,continent_country,South America,,,
,resolved,51,165,30.90909090909091,full_model_1335,Macrostrat_lithology_status,continent_country,South America,,,
,unknown,12,165,7.2727272727272725,full_model_1335,Macrostrat_lithology_status,continent_country,South America,,,
,unknown,1,1,100.0,full_model_1335,Macrostrat_lithology_status,continent_country,Unknown,,,
IOCG,resolved,3,3,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
IOCG,other,10,17,58.8235294117647,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
IOCG,resolved,6,17,35.294117647058826,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
IOCG,unknown,1,17,5.882352941176471,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
IOCG,resolved,10,11,90.9090909090909,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
IOCG,unknown,1,11,9.090909090909092,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
IOCG,resolved,11,13,84.61538461538461,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
IOCG,unknown,2,13,15.384615384615385,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
IOCG,other,1,28,3.5714285714285716,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
IOCG,resolved,26,28,92.85714285714286,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
IOCG,unknown,1,28,3.5714285714285716,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
IOCG,other,4,18,22.22222222222222,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
IOCG,resolved,11,18,61.111111111111114,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
IOCG,unknown,3,18,16.666666666666668,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Magmatic sulfide,resolved,17,19,89.47368421052632,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
Magmatic sulfide,unknown,2,19,10.526315789473685,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
Magmatic sulfide,other,30,47,63.829787234042556,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Magmatic sulfide,resolved,8,47,17.02127659574468,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Magmatic sulfide,unknown,9,47,19.148936170212767,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Magmatic sulfide,other,1,8,12.5,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Magmatic sulfide,resolved,3,8,37.5,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Magmatic sulfide,unknown,4,8,50.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Magmatic sulfide,other,2,18,11.11111111111111,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Magmatic sulfide,resolved,16,18,88.88888888888889,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Magmatic sulfide,resolved,4,4,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
Porphyry,resolved,3,3,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
Porphyry,other,106,183,57.923497267759565,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Porphyry,resolved,76,183,41.53005464480874,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Porphyry,unknown,1,183,0.546448087431694,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Porphyry,other,12,68,17.647058823529413,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Porphyry,resolved,53,68,77.94117647058823,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Porphyry,unknown,3,68,4.411764705882353,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Porphyry,other,11,180,6.111111111111111,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Porphyry,resolved,160,180,88.88888888888889,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Porphyry,unknown,9,180,5.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Porphyry,other,8,52,15.384615384615385,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
Porphyry,resolved,44,52,84.61538461538461,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
Porphyry,other,88,126,69.84126984126983,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Porphyry,resolved,34,126,26.984126984126984,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Porphyry,unknown,4,126,3.1746031746031744,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Sediment-Hosted,other,24,55,43.63636363636363,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
Sediment-Hosted,resolved,29,55,52.72727272727273,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
Sediment-Hosted,unknown,2,55,3.6363636363636362,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
Sediment-Hosted,other,10,29,34.48275862068966,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Sediment-Hosted,resolved,13,29,44.827586206896555,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Sediment-Hosted,unknown,6,29,20.689655172413794,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
Sediment-Hosted,other,2,12,16.666666666666668,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Sediment-Hosted,resolved,9,12,75.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Sediment-Hosted,unknown,1,12,8.333333333333334,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
Sediment-Hosted,other,3,34,8.823529411764707,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Sediment-Hosted,resolved,24,34,70.58823529411765,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Sediment-Hosted,unknown,7,34,20.58823529411765,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
Sediment-Hosted,resolved,14,14,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
Sediment-Hosted,other,6,14,42.857142857142854,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Sediment-Hosted,resolved,4,14,28.571428571428573,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Sediment-Hosted,unknown,4,14,28.571428571428573,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
Sediment-Hosted,unknown,1,1,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Unknown,,,
VMS,other,2,2,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Africa,,,
VMS,other,39,100,39.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
VMS,resolved,50,100,50.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
VMS,unknown,11,100,11.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Asia,,,
VMS,other,6,97,6.185567010309279,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
VMS,resolved,75,97,77.31958762886597,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
VMS,unknown,16,97,16.49484536082474,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Europe,,,
VMS,other,6,149,4.026845637583893,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
VMS,resolved,132,149,88.59060402684564,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
VMS,unknown,11,149,7.382550335570469,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,North America,,,
VMS,resolved,23,23,100.0,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,Oceania,,,
VMS,other,4,7,57.142857142857146,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
VMS,resolved,2,7,28.571428571428573,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
VMS,unknown,1,7,14.285714285714286,full_model_1335,Macrostrat_lithology_status,Deposit_type × continent_country,South America,,,
IOCG,,36,90,40.0,full_model_1335,GLiM_lithology_status,Deposit_type,,other,,
IOCG,,46,90,51.111111111111114,full_model_1335,GLiM_lithology_status,Deposit_type,,resolved,,
IOCG,,8,90,8.88888888888889,full_model_1335,GLiM_lithology_status,Deposit_type,,unknown,,
Magmatic sulfide,,19,96,19.791666666666668,full_model_1335,GLiM_lithology_status,Deposit_type,,other,,
Magmatic sulfide,,62,96,64.58333333333333,full_model_1335,GLiM_lithology_status,Deposit_type,,resolved,,
Magmatic sulfide,,15,96,15.625,full_model_1335,GLiM_lithology_status,Deposit_type,,unknown,,
Porphyry,,186,612,30.392156862745097,full_model_1335,GLiM_lithology_status,Deposit_type,,other,,
Porphyry,,404,612,66.01307189542484,full_model_1335,GLiM_lithology_status,Deposit_type,,resolved,,
Porphyry,,22,612,3.5947712418300655,full_model_1335,GLiM_lithology_status,Deposit_type,,unknown,,
Sediment-Hosted,,35,159,22.0125786163522,full_model_1335,GLiM_lithology_status,Deposit_type,,other,,
Sediment-Hosted,,102,159,64.15094339622641,full_model_1335,GLiM_lithology_status,Deposit_type,,resolved,,
Sediment-Hosted,,22,159,13.836477987421384,full_model_1335,GLiM_lithology_status,Deposit_type,,unknown,,
VMS,,54,378,14.285714285714286,full_model_1335,GLiM_lithology_status,Deposit_type,,other,,
VMS,,285,378,75.39682539682539,full_model_1335,GLiM_lithology_status,Deposit_type,,resolved,,
VMS,,39,378,10.317460317460318,full_model_1335,GLiM_lithology_status,Deposit_type,,unknown,,
,,1,82,1.2195121951219512,full_model_1335,GLiM_lithology_status,continent_country,Africa,other,,
,,77,82,93.90243902439025,full_model_1335,GLiM_lithology_status,continent_country,Africa,resolved,,
,,4,82,4.878048780487805,full_model_1335,GLiM_lithology_status,continent_country,Africa,unknown,,
,,132,376,35.1063829787234,full_model_1335,GLiM_lithology_status,continent_country,Asia,other,,
,,215,376,57.180851063829785,full_model_1335,GLiM_lithology_status,continent_country,Asia,resolved,,
,,29,376,7.712765957446808,full_model_1335,GLiM_lithology_status,continent_country,Asia,unknown,,
,,29,196,14.795918367346939,full_model_1335,GLiM_lithology_status,continent_country,Europe,other,,
,,138,196,70.40816326530613,full_model_1335,GLiM_lithology_status,continent_country,Europe,resolved,,
,,29,196,14.795918367346939,full_model_1335,GLiM_lithology_status,continent_country,Europe,unknown,,
,,72,394,18.274111675126903,full_model_1335,GLiM_lithology_status,continent_country,North America,other,,
,,292,394,74.11167512690355,full_model_1335,GLiM_lithology_status,continent_country,North America,resolved,,
,,30,394,7.614213197969543,full_model_1335,GLiM_lithology_status,continent_country,North America,unknown,,
,,56,121,46.28099173553719,full_model_1335,GLiM_lithology_status,continent_country,Oceania,other,,
,,64,121,52.892561983471076,full_model_1335,GLiM_lithology_status,continent_country,Oceania,resolved,,
,,1,121,0.8264462809917356,full_model_1335,GLiM_lithology_status,continent_country,Oceania,unknown,,
,,40,165,24.242424242424242,full_model_1335,GLiM_lithology_status,continent_country,South America,other,,
,,113,165,68.48484848484848,full_model_1335,GLiM_lithology_status,continent_country,South America,resolved,,
,,12,165,7.2727272727272725,full_model_1335,GLiM_lithology_status,continent_country,South America,unknown,,
,,1,1,100.0,full_model_1335,GLiM_lithology_status,continent_country,Unknown,unknown,,
IOCG,,3,3,100.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,resolved,,
IOCG,,7,17,41.1764705882353,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,other,,
IOCG,,9,17,52.94117647058823,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,resolved,,
IOCG,,1,17,5.882352941176471,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,unknown,,
IOCG,,1,11,9.090909090909092,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,other,,
IOCG,,9,11,81.81818181818181,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,resolved,,
IOCG,,1,11,9.090909090909092,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,unknown,,
IOCG,,6,13,46.15384615384615,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,other,,
IOCG,,5,13,38.46153846153846,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,resolved,,
IOCG,,2,13,15.384615384615385,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,unknown,,
IOCG,,18,28,64.28571428571429,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,other,,
IOCG,,9,28,32.142857142857146,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,resolved,,
IOCG,,1,28,3.5714285714285716,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,unknown,,
IOCG,,4,18,22.22222222222222,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,other,,
IOCG,,11,18,61.111111111111114,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,resolved,,
IOCG,,3,18,16.666666666666668,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,unknown,,
Magmatic sulfide,,17,19,89.47368421052632,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,resolved,,
Magmatic sulfide,,2,19,10.526315789473685,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,unknown,,
Magmatic sulfide,,13,47,27.659574468085108,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,other,,
Magmatic sulfide,,25,47,53.191489361702125,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,resolved,,
Magmatic sulfide,,9,47,19.148936170212767,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,unknown,,
Magmatic sulfide,,1,8,12.5,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,other,,
Magmatic sulfide,,3,8,37.5,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,resolved,,
Magmatic sulfide,,4,8,50.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,unknown,,
Magmatic sulfide,,3,18,16.666666666666668,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,other,,
Magmatic sulfide,,15,18,83.33333333333333,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,resolved,,
Magmatic sulfide,,2,4,50.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,other,,
Magmatic sulfide,,2,4,50.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,resolved,,
Porphyry,,3,3,100.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,resolved,,
Porphyry,,79,183,43.169398907103826,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,other,,
Porphyry,,102,183,55.73770491803279,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,resolved,,
Porphyry,,2,183,1.092896174863388,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,unknown,,
Porphyry,,9,68,13.235294117647058,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,other,,
Porphyry,,53,68,77.94117647058823,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,resolved,,
Porphyry,,6,68,8.823529411764707,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,unknown,,
Porphyry,,48,180,26.666666666666668,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,other,,
Porphyry,,122,180,67.77777777777777,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,resolved,,
Porphyry,,10,180,5.555555555555555,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,unknown,,
Porphyry,,19,52,36.53846153846154,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,other,,
Porphyry,,33,52,63.46153846153846,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,resolved,,
Porphyry,,31,126,24.603174603174605,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,other,,
Porphyry,,91,126,72.22222222222223,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,resolved,,
Porphyry,,4,126,3.1746031746031744,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,unknown,,
Sediment-Hosted,,1,55,1.8181818181818181,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,other,,
Sediment-Hosted,,52,55,94.54545454545455,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,resolved,,
Sediment-Hosted,,2,55,3.6363636363636362,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,unknown,,
Sediment-Hosted,,11,29,37.93103448275862,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,other,,
Sediment-Hosted,,12,29,41.37931034482759,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,resolved,,
Sediment-Hosted,,6,29,20.689655172413794,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,unknown,,
Sediment-Hosted,,5,12,41.666666666666664,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,other,,
Sediment-Hosted,,5,12,41.666666666666664,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,resolved,,
Sediment-Hosted,,2,12,16.666666666666668,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,unknown,,
Sediment-Hosted,,6,34,17.647058823529413,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,other,,
Sediment-Hosted,,21,34,61.76470588235294,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,resolved,,
Sediment-Hosted,,7,34,20.58823529411765,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,unknown,,
Sediment-Hosted,,8,14,57.142857142857146,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,other,,
Sediment-Hosted,,6,14,42.857142857142854,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Oceania,resolved,,
Sediment-Hosted,,4,14,28.571428571428573,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,other,,
Sediment-Hosted,,6,14,42.857142857142854,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,resolved,,
Sediment-Hosted,,4,14,28.571428571428573,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,South America,unknown,,
Sediment-Hosted,,1,1,100.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Unknown,unknown,,
VMS,,2,2,100.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Africa,resolved,,
VMS,,22,100,22.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,other,,
VMS,,67,100,67.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,resolved,,
VMS,,11,100,11.0,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Asia,unknown,,
VMS,,13,97,13.402061855670103,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,other,,
VMS,,68,97,70.10309278350516,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,resolved,,
VMS,,16,97,16.49484536082474,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,Europe,unknown,,
VMS,,9,149,6.040268456375839,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,other,,
VMS,,129,149,86.57718120805369,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,resolved,,
VMS,,11,149,7.382550335570469,full_model_1335,GLiM_lithology_status,Deposit_type × continent_country,North America,unknown,,
